id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,JD plays Tetris. JD,n/a,beats the game,loses his phone,flips his dog with a forklift,wins over the love of his life
n/a,A street cat exposes its belly to you. You,n/a,curb the temptation to pet and go home because they are mostly unsanitary.,kill the cat.,should gently pet its belly.,take the cat home.
n/a,Tim put on his running shoes. Tim,n/a,went outside for his jog,kills squirrels,swims in the river,runs a company
n/a,The butterfly emerged from the cocoon. It,n/a,chased the cat.,was eaten by a vegetarian.,danced to John Lennon.,it emerged victorious in America's Got Talent.
n/a,Someone stands waiting with the bridesmaids. Everyone,n/a,is waiting for the bride's father to arrive.,holds someone ’s eyebrow.,looks at her anxiously as someone walks and sits in his seat.,starts crying as the Pope arrives.
n/a,A dog runs across a field as a frisbee flies through the air. The dog,n/a,catches the frisbee.,hits a home run.,teaches a class.,plays games.
n/a,"Chauncey did not expect former president Abraham Lincoln to attend his graduation party, because",n/a,Abraham Lincoln has been dead for decades.,he had not sent out invitations for the party.,the weather outside was very cold.,Chauncey is a pessimist.
n/a,Rose is walking the dog while Joseph cooks dinner. Rose,n/a,enjoys the fresh air.,is following a new recipe.,wags her tail with joy.,cuts tomatoes for the soup.
n/a,The man falls asleep at the wheel. The man,n/a,drives into a ditch.,shakes the wheel back and forth.,drives home.,signals left and safely passes.
n/a,A man starts building a fire on his back patio. He,n/a,brings out a box of marshmallows and crackers.,is lost and sending smoke signals to his neighbors.,needs to keep warm to survive the winter.,is trying to clean out his chimney.
n/a,"I will graduate in this month, so I",n/a,am searching a new job,need the money for tuition,could attend a new course,am eager to learn
n/a,I was chopping a tree when my coworker finally showed up late. I,n/a,asked him to fetch me something to drink.,told him to put his phaser to stun.,caught him with an inflatable pool under his arm.,asked him to log any complaints coming from Narnia.
n/a,A brewer stirs their pot. The brewer,n/a,measures the temperature.,tastes the metal rim.,eats their spoon.,sticks their hand in the fire.
n/a,The lifeguard saw that someone was drowning. They should,n/a,rescue that person.,use his phone to record.,remove all the water from the pool to prevent anyone from drowning.,call his mother.
n/a,Elijah is a Dragon. Elijah,n/a,can breath fire,is a giraffe,has 1000 people on his head,is a dog
n/a,They started the smoker and went inside to,n/a,get the pork chops.,make a call to the president.,tell their children about mortality.,get a pack of cigarettes.
n/a,The sailor pulls the main sail. The sailor,n/a,ties it tight.,catches a fish.,pushes the windmill.,gets off the cruise.
n/a,The school principal is at his desk. He,n/a,broadcasts the morning announcements.,"comes up with a new budget, greets the students, then shapeshifts into a desk.",works closely with the vice principal to determine how many school buses could fit on his desk.,"calls in a group of students, gives them each a bag of pencils and tomatoes, and then eats his desk."
n/a,There was a minute amount of sand in the glasses. I suddenly,n/a,realized the trace contents when I looked very hard.,looked at my watch in fear.,started eating faster go get done in time.,ran out of time.
n/a,Joseph has no hair. He,n/a,is bald.,is tall.,has long hair.,is a teenager.
n/a,A woman packs an apple and an orange as part of her lunch. She,n/a,eats both fruits at lunch.,eats all four fruits at lunch.,eats all three fruits at lunch.,cannot compare them.
n/a,A herd of sheep are walking through the grass. A man,n/a,gets them to come back home.,herds the sheep into a tree.,follows the sheep to the pub.,is mowing his lawn.
n/a,A natural disaster struck a costal city. It was probably a,n/a,tsunami.,famine.,drought.,earthquake.
n/a,George is a rat. He,n/a,likes cheese.,becomes a dog.,likes chess.,runs after cats.
n/a,I have a younger brother. I,n/a,have two other siblings as well.,will be fifteen when he is twenty.,am a supportive younger sister to him.,don't have any siblings.
n/a,Canada grows many maple trees. That's why Canada,n/a,has a flag that depicts its leaf.,hates maple syrup.,is located in North America.,grows a lot of gingko trees.
n/a,My dad keeps bailing on taking me to the pool. I don't think he,n/a,knows how to swim.,is very reliable.,is wearing pants.,has a car.
n/a,The man wanted to order pizza for the work event. He should,n/a,call Papa Johns or Dominoes.,call the cops.,find work somewhere else.,fight the pizza delivery guy.
n/a,Mr. Brown invited me to join a party. Mr. Brown,n/a,would leave in a few days.,could play basketball very well.,don't know what to do.,is willing to play the piano.
n/a,Jasmine was born in the USA but grew up in Scotland. She was originally from,n/a,Philadelphia,Xiamen,Edinburgh,Saarbrucken
n/a,Dan loves to study C++ and is an excellent student. He,n/a,writes code.,curls up near the fire.,gets bad grades.,practices polymorphism and turns into a goat.
n/a,"As an alcoholic, Stephen",n/a,struggled to be a functional member of society.,never liked Catholics much.,avoided alcohol.,hated the sensation of being drunk.
n/a,"After going days without having anything to drink, Sarah",n/a,got something to drink.,was not very thirsty.,ate a lot of food.,was excited to see a movie.
n/a,"The doctors needed to put the horse out before its surgery. Thus,",n/a,they gave it tranquilizer.,they gave it a frisbee.,they gave it horse.,they gave it horse doctor.
n/a,"Life is tough, but we have plenty of things to do. We",n/a,have to continue fighting.,can do homework together.,can take a short break.,might hate life.
n/a,The web of lies spun by the worker became problematic when his boss discovered he wasn't telling the truth. The worker,n/a,"stuck to his guns, pleading innocence.",attended spin class.,loved working on puzzles but always acted like he was the boss of other people working on the puzzle.,is a proponent of the free use of the World Wide Web and is an avid web developer.
n/a,Carl has two dogs named Sundance and Midnight.,n/a,"Sundance is male, and Midnight is female.","Sundance is a female, and the other two dogs are male.","Sundance is not a canine, but Midnight is.","Midnight is not a canine, and neither is Sundance."
n/a,The scientist eats a banana. The scientist,n/a,is hungry.,hates bananas.,is trying to eat his lab equipment.,is giving a lecture.
n/a,I am feeling nervous about my midterm tomorrow. I fear that,n/a,I will fail.,the professor will delay the midterm.,I will doodle on my exam and receive points for it.,my grandpa has diabetes.
n/a,For Christmas this year Johny got his dad a brand new office chair. After opening the box,n/a,he realized it was used.,he crawled into the box.,he closed the box.,he lit the chair on fire.
n/a,"Sally thought the test was a piece of cake, but John",n/a,really struggled with the exam.,was allergic to cake.,was not so hungry.,did not enjoy pastries.
n/a,A woman bought two cookies for her two children. She,n/a,gives a cookie to each child.,gives two cookies to each child.,gives four cookies to each child.,throws the cookies away.
n/a,three minus one is,n/a,two,three,four,one
n/a,Batman walked into his cave after returning from a crime scene. He,n/a,turned on his computer to analyze the evidence.,used echolocation to find the exit.,threw the evidence into a bonfire.,hung from the ceiling.
n/a,A student on his way to class to submit his assignment hears the fire alarm in the building go off. He,n/a,leaves the building through an exit.,goes to the bathroom.,goes to class to submit his homework.,calls his friend for dinner.
n/a,A pharmacist is mixing a medication. He,n/a,double checks the patient's allergies first.,"picks up an RX bottle, tells it to never say hello to Tylenol, and then hugs the medication.","grabs a mortar and pestle, runs out of Walgreens, and says he is off his medication.","pours the cough syrup into the bottle, shakes it up, throws it in a watermelon and then says no more medication."
n/a,The boy is playing tag with his friend. He,n/a,would rather play dodgeball.,jumps off the bridge after his friend catches him.,tries to play tag with the dog.,wants his friend to be mean to him for playing tag.
n/a,A bunch of students are studying for their exam. They,n/a,go to the library.,go skiing over break.,watch a movie at the theater.,eat lunch.
n/a,There are many dog breeds that are well known for being great guard dogs. The beagle,n/a,is not one of them.,fights off any intruder.,is one of them.,protects its owner with its overwhelming size.
n/a,My friend Subrat Mahapatra is running very late to class. He,n/a,forgot to set his alarm to wake him up on time.,is trying to be on time for the gym.,runs into his professor at the gym.,stops at Starbucks for coffee.
n/a,Joseph likes money. He,n/a,goes on Amazon Turk to finish tasks.,starts working out.,becomes a robot.,starts eatings money.
n/a,A girl is drawing a picture. Her art teacher,n/a,is watching her painting,doesn't like drawing,is teaching how to throw a pen,is a teacher
n/a,"Roger hated to be around kids. Ironically, he got a job as",n/a,a kindergarten teacher.,a surgeon.,a night school teacher.,a parent of two.
n/a,There are a large number of predators in the African Savanna. The impala,n/a,is constantly aware of its surroundings to survive.,is one of these predators.,drove down the street.,kills for sport in this ecosystem.
