id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,A herd of sheep are walking through the grass. A man,n/a,gets them to come back home.,herds the sheep into a tree.,follows the sheep to the pub.,is mowing his lawn.
n/a,A natural disaster struck a costal city. It was probably a,n/a,tsunami.,famine.,drought.,earthquake.
n/a,George is a rat. He,n/a,likes cheese.,becomes a dog.,likes chess.,runs after cats.
n/a,I have a younger brother. I,n/a,have two other siblings as well.,will be fifteen when he is twenty.,am a supportive younger sister to him.,don't have any siblings.
n/a,Canada grows many maple trees. That's why Canada,n/a,has a flag that depicts its leaf.,hates maple syrup.,is located in North America.,grows a lot of gingko trees.
n/a,My dad keeps bailing on taking me to the pool. I don't think he,n/a,knows how to swim.,is very reliable.,is wearing pants.,has a car.
n/a,The man wanted to order pizza for the work event. He should,n/a,call Papa Johns or Dominoes.,call the cops.,find work somewhere else.,fight the pizza delivery guy.
n/a,Mr. Brown invited me to join a party. Mr. Brown,n/a,would leave in a few days.,could play basketball very well.,don't know what to do.,is willing to play the piano.
n/a,Jasmine was born in the USA but grew up in Scotland. She was originally from,n/a,Philadelphia,Xiamen,Edinburgh,Saarbrucken
n/a,Dan loves to study C++ and is an excellent student. He,n/a,writes code.,curls up near the fire.,gets bad grades.,practices polymorphism and turns into a goat.
n/a,"As an alcoholic, Stephen",n/a,struggled to be a functional member of society.,never liked Catholics much.,avoided alcohol.,hated the sensation of being drunk.
n/a,"After going days without having anything to drink, Sarah",n/a,got something to drink.,was not very thirsty.,ate a lot of food.,was excited to see a movie.
n/a,"The doctors needed to put the horse out before its surgery. Thus,",n/a,they gave it tranquilizer.,they gave it a frisbee.,they gave it horse.,they gave it horse doctor.
n/a,"Life is tough, but we have plenty of things to do. We",n/a,have to continue fighting.,can do homework together.,can take a short break.,might hate life.
n/a,The web of lies spun by the worker became problematic when his boss discovered he wasn't telling the truth. The worker,n/a,"stuck to his guns, pleading innocence.",attended spin class.,loved working on puzzles but always acted like he was the boss of other people working on the puzzle.,is a proponent of the free use of the World Wide Web and is an avid web developer.
n/a,Carl has two dogs named Sundance and Midnight.,n/a,"Sundance is male, and Midnight is female.","Sundance is a female, and the other two dogs are male.","Sundance is not a canine, but Midnight is.","Midnight is not a canine, and neither is Sundance."
n/a,The scientist eats a banana. The scientist,n/a,is hungry.,hates bananas.,is trying to eat his lab equipment.,is giving a lecture.
n/a,I am feeling nervous about my midterm tomorrow. I fear that,n/a,I will fail.,the professor will delay the midterm.,I will doodle on my exam and receive points for it.,my grandpa has diabetes.
n/a,For Christmas this year Johny got his dad a brand new office chair. After opening the box,n/a,he realized it was used.,he crawled into the box.,he closed the box.,he lit the chair on fire.
n/a,"Sally thought the test was a piece of cake, but John",n/a,really struggled with the exam.,was allergic to cake.,was not so hungry.,did not enjoy pastries.
n/a,A woman bought two cookies for her two children. She,n/a,gives a cookie to each child.,gives two cookies to each child.,gives four cookies to each child.,throws the cookies away.
n/a,three minus one is,n/a,two,three,four,one
n/a,Batman walked into his cave after returning from a crime scene. He,n/a,turned on his computer to analyze the evidence.,used echolocation to find the exit.,threw the evidence into a bonfire.,hung from the ceiling.
n/a,A student on his way to class to submit his assignment hears the fire alarm in the building go off. He,n/a,leaves the building through an exit.,goes to the bathroom.,goes to class to submit his homework.,calls his friend for dinner.
n/a,A pharmacist is mixing a medication. He,n/a,double checks the patient's allergies first.,"picks up an RX bottle, tells it to never say hello to Tylenol, and then hugs the medication.","grabs a mortar and pestle, runs out of Walgreens, and says he is off his medication.","pours the cough syrup into the bottle, shakes it up, throws it in a watermelon and then says no more medication."
n/a,The boy is playing tag with his friend. He,n/a,would rather play dodgeball.,jumps off the bridge after his friend catches him.,tries to play tag with the dog.,wants his friend to be mean to him for playing tag.
n/a,A bunch of students are studying for their exam. They,n/a,go to the library.,go skiing over break.,watch a movie at the theater.,eat lunch.
n/a,There are many dog breeds that are well known for being great guard dogs. The beagle,n/a,is not one of them.,fights off any intruder.,is one of them.,protects its owner with its overwhelming size.
n/a,My friend Subrat Mahapatra is running very late to class. He,n/a,forgot to set his alarm to wake him up on time.,is trying to be on time for the gym.,runs into his professor at the gym.,stops at Starbucks for coffee.
n/a,Joseph likes money. He,n/a,goes on Amazon Turk to finish tasks.,starts working out.,becomes a robot.,starts eatings money.
n/a,A girl is drawing a picture. Her art teacher,n/a,is watching her painting,doesn't like drawing,is teaching how to throw a pen,is a teacher
n/a,"Roger hated to be around kids. Ironically, he got a job as",n/a,a kindergarten teacher.,a surgeon.,a night school teacher.,a parent of two.
n/a,There are a large number of predators in the African Savanna. The impala,n/a,is constantly aware of its surroundings to survive.,is one of these predators.,drove down the street.,kills for sport in this ecosystem.
n/a,A conductor stands at the podium as the concert begins. He,n/a,cues the oboes at the beginning of the symphony.,begins to conduct electricity very well.,applauds the music from the balcony.,accepts his medal and thanks the crowd.
n/a,A computer drops from the table but lands safely. The owner,n/a,catches a breather.,catches fire.,catches a computer.,catches the floor.
n/a,A chef is in the kitchen. He,n/a,mixes together beef and marsala wine.,cooks a stew by placing a cookbook in a pot.,"runs from the onions, celery and carrots.","bakes a sweet cake full of garlic, raw fish and raw steak."
n/a,Derrick is in first place but Tim passes him. Derrick,n/a,is now in second,wins.,is Tim,is in first place
n/a,The pilot program was a huge success. The company,n/a,invested in bringing the product to market.,let everyone fly airplanes.,opened an airline.,enrolled everyone in NASA training.
n/a,The chalk board was covered in writing. The board,n/a,was wiped off with a rag.,was thrown away.,was covered with more chalk.,was cleaned with a fire hose.
n/a,"I like eating food, so I like",n/a,eating bread.,singing,playing football.,sleeping.
n/a,A man wanted to bury the hatchet with his brother. He,n/a,apologized for everything he had said.,started to look for the shovel.,dug a hole in the backyard.,bought a tomahawk.
n/a,Tina is allergic to nuts. Tina,n/a,never eats nuts.,bought a bag of nuts for dinner.,likes salad with nuts.,ordered nuts in the restaurant.
n/a,A man takes out three glasses. He,n/a,takes out a bottle of whiskey.,wears the glasses to read.,puts the glasses on.,needs his glasses for nighttime driving.
n/a,Evan does not like sports or social events. Evan,n/a,likes to stay at home,often play basketball with his friends,often joins parties,often goes to fitting room
n/a,I used a telescope by looking through,n/a,a lens.,something far away.,something that is close.,under the planet’s surface.
n/a,I dropped my phone on the floor. It's,n/a,broken.,misunderstood.,stolen.,hurt.
n/a,A writer types a story about a wizard. The wizard,n/a,casts fireball.,authors a novel.,eats a breakfast of sardines and hummus.,does a little dance.
n/a,"The signal is green, so",n/a,the vehicle can go.,the vehicle can not go.,the vehicle should stop.,the vehicle should wait.
n/a,The teacher is teaching the kids calculus. The teacher,n/a,engages with the students well.,is eating at her desk with headphones on.,is arguing with her husband over the phone.,is learning calculus.
n/a,IBM Watson won Jeopardy. It,n/a,must be intelligent.,must be built by magic elves.,must be magic.,must be heavy.
n/a,Tacoing means moving. If I don't taco I could be,n/a,sitting,jumping,running,walking
n/a,A student is sitting in class. He,n/a,is doing his homework.,decided to become a train.,thinks the earth is flat.,is preparing dinner.
n/a,"Claire hates Chinese food, so she ate",n/a,a burrito.,dan dan noodles.,pork dumplings.,schezwan chicken.
n/a,Tina suffers from myopia. Tina,n/a,wears a pair of lenses.,doesn't suffer from myopia.,plays computer games to heal the problem.,has good eyesight.
n/a,"The store owner said ""this item will cost you an arm and a leg."" The store owner",n/a,demanded a lot of money for the item.,had a large knife for chopping off arms and legs if anyone wanted the item.,was easily willing to give away the item.,was very keen on limbs for his human body part collection.
