id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,"The boy likes programming, not art. He",n/a,like algorithm implementation.,enjoys art exhibition.,likes art history.,likes visiting art museums.
n/a,A boy is playing computer game. He,n/a,doesn't want to stop,is tired,is a boy,loves programming
n/a,Rose is on a wilderness expedition when she sees an alligator in the lake. She,n/a,screams and runs.,moves slowly along the surface of the water.,is green and reptilian.,is looking for prey.
n/a,"I heard fire alarms, then I",n/a,run out of the building,turn off fire alarm,set a fire,go to sleep
n/a,Sarah is hungry. She,n/a,buys an apple.,boards an airplane.,drives to the cemetery.,buys a skeleton.
n/a,Jane was in the heat of the moment. Jane,n/a,was overwhelmed,was on fire,felt really hot,putting food in the oven
n/a,I got a papercut. I,n/a,gasped.,bled on my friend.,threw away the paper.,blamed my friend.
n/a,The man could barely see the car in front of him during rush hour. The man,n/a,is driving in the rain.,reverses his car.,has bad hearing.,has great vision.
n/a,My chemistry teacher was all bark and no bite. My teacher,n/a,made a lot of threats but never really followed up on anything.,likes walks in the park.,really liked dogs.,ate my homework.
n/a,"Kathy has a gift in math, she",n/a,beats others in the related competition.,knows about calculus before she was born.,spends all her time reading poems.,falls asleep.
n/a,My cat recently had a litter of kittens. Each of the kittens,n/a,stayed with the mom.,was a puppy.,read a tome.,danced the salsa while eating salsa.
n/a,"The plane was taxiing on the runway. Inside, the woman",n/a,put on a pair of headphones.,began her avionics experiment.,tripped down the stairs.,took out her can of spray paint.
n/a,"Jack lost his backpack, so he decided to",n/a,buy a new one,buy a new basketball,lend his backpack to Mary,sell his backpack in the used backpack market
n/a,A mom picks her son up from school. She,n/a,asks him whether he enjoyed his day.,puts him down at home.,puts him on top of the school.,shows him how to pick himself up.
n/a,"A woman is in a kitchen, stirring food in a pot. She",n/a,"adds her gathered ingredients one a time as she talks, showing the pasta she is using.","mops a small bowl, then pours the pasta in a pot.","put the pasta into a pot with sugar, then pours added eggs.",put the chocolate mix in a pot and stuff.
n/a,The student studies for hours at the library. The library,n/a,has to close as it becomes too late in the night.,becomes a potato.,has to close because the student has been studying too much.,opens up a hot dog stand and has a party.
n/a,The pilot pulls up and levels out. The pilot,n/a,turns on the fasten seatbelt sign.,jumps from the plane.,falls to the ground.,shoots at some birds.
n/a,Sweat is pouring down Josh's face. He,n/a,is sprinting towards the finish line.,is playing video games in an air conditioned room.,"is walking on a very cool, 70 degrees Fahrenheit day and is not physically exerting himself in any capacity.",washes his hands.
n/a,Steve's flight was cancelled. He decides to,n/a,call the airline,take care of his children,drink beer,go to a strip club
n/a,I see a red light.,n/a,I hit the brakes.,I hit the gas.,I look confused.,I keep going.
n/a,The plumber started couples therapy last month. The plumber,n/a,really wants things to work out with his life partner.,fixed himself a nice gin and tonic.,decided to go expand beyond plumbing and become an electrician.,decided that he should shower more.
n/a,If we assume the root of a number is half of that number. The root of 16 is,n/a,8,1,4,2
n/a,Canada grows a lot of maple trees. Thats why Canada,n/a,sells a lot of maple syrup.,is located in North America.,has a flag that depicts three trees.,has nice people.
n/a,I don’t know how to do some of the homework problems. So I will go to,n/a,the office hour,eat,the football game,sleep
n/a,"John does not like cars, he likes bikes. He does not like them because",n/a,it has a steering wheel.,it has handlebars.,it has 2 wheels.,it has fish.
n/a,A car drove off a bridge. The car,n/a,plunged into the river.,flew away and reached the shore.,was confused.,stopped in the middle of the road.
n/a,John knows Mary believes Bill feels Mary likes him. Mary,n/a,likes Bill.,likes John.,doesn't like Bill.,likes everyone.
n/a,People of colour have started to voice their opinions in a fearless manner. They,n/a,need support and encouragement like anybody else,feel empowered by discriminatory behaviour,can do without freedom of speech,have a history of suppressive behaviour towards other groups
n/a,The actor rehearses his lines with the understudy. The actor,n/a,keeps messing up and swears out of frustration.,tells the understudy to make him a sandwich.,runs into the lake.,tries to break the understudy's leg.
n/a,"Sarah is pro-life and so is Trump. Even though Sarah doesn't agree with Trump on most issues, on this issue she",n/a,agrees with him.,disagrees with him.,doesn't know.,wants babies.
n/a,Tim thought that the test was as easy as ABC. He probably got a,n/a,hundred,seventy,thirty,one
n/a,six minus five is,n/a,one,four,six,five
n/a,The African Savannah is home to a wide variety of animals. The sea lion,n/a,is not in this ecosystem.,hunts for its prey.,lives in prides.,searches for shade in the overwhelming heat.
n/a,Don't put all your eggs in one basket. You should,n/a,diversify your equity.,invest in bitcoin.,go shopping,eat more chicken.
n/a,The chicken cannot fly. It,n/a,crosses the road.,flies.,spreads its wings and flies.,tries to fly and succeeds.
n/a,The woman enjoyed the dog days of summer. She,n/a,always liked the hottest days best.,went skiing.,sold couches.,really loved hanging out with dogs.
n/a,The man is planning a surprise party for his friend. He,n/a,will cook dinner and invite friends,will sleep for a long time,will take his dog for a walk,will take his parents to temple.
n/a,The girl encounters a raccoon in her house. She,n/a,calls animal control.,forgot to take her makeup off last night.,feeds it some cat food.,introduces it to her cat.
n/a,"Known for having a green thumb, John",n/a,maintained a beautiful garden.,tried desperately to wash his thumb.,"painted his other fingers green, too.",always ate his fruits and vegetables.
n/a,John is a good student but Jack is not a good student. John,n/a,aces all his exams.,never goes to class.,flew around the room.,likes to knit scarves.
n/a,He dismounts and lands on a blue mat. He,n/a,waves at the crowd and walks off.,throws his arms up.,throws his arms in the air.,jumps high and falls and does a series of cartwheels.
n/a,"On a warm summer day, Ally relaxes on the beach. She",n/a,pulls out a book and begins to read.,orders a cup of hot chocolate from the hotel.,waves to her friend on the ski slope.,puts on her winter coat because she's cold.
n/a,Professor Downey has given a very difficult test but all students got the full marks except John . John is,n/a,sad that he hasn't got the full marks.,happy that he hasn't got the full marks.,dancing in celebration.,super happy that he came last in the test.
n/a,JD spray paints a wall. JD,n/a,does graffiti,paints on the sky,fires all the guns,is arsonist
n/a,"Please do not throw garbage on the road,",n/a,throw it in the trash.,throw it outside the other people houses.,throw it in the other people houses.,eat it.
n/a,The man is sharing some pasta with his date. His date,n/a,looks lovingly into his eyes.,stood him up.,is not there.,has to be postponed.
n/a,The kids go on a field trip to the museum. They,n/a,get bored quickly.,were born in the museum.,spend the night at the museum and the exhibits come to life.,spend the day working on homework.
n/a,"Professor Downey has amazing knowledge in all subjects except biology. Thus, He",n/a,doesn't teach Biology at all.,loves Biology.,got an award for his expertise in Biology.,teaches Biology very well.
n/a,The city councilmen refused the demonstrators a permit. The councilmen,n/a,feared violence from the demonstrators,did not like the city,were hungry for demonstrations,liked the demonstrators
n/a,"I like to play video games, but my mom ask me to study, and I have to",n/a,listen to her.,play video games.,go to sleep.,shout at her.
n/a,"During our last few romantic dinners, my wife and I could not stop arguing. I",n/a,took it to mean that the flame would never be rekindled.,asked my fairy godparents to rewind time so I could try again.,decided to tell her about my being born on Venus.,ended up stealing her dog.
n/a,The participants of a swimming competition are gathered near the swimming pool. They,n/a,prepare to dive into the water.,complete their homework.,run away.,turn towards the river and get prepared for the swimming competition.
n/a,"Petter loves computer science, he",n/a,admires Turing very much.,thinks codes and algorithms are very boring.,dreams about being an mathematician.,doesn't feel well.
n/a,"Cricket is played with balls and bats, if you have bat and ball then",n/a,we can go for a game.,we can go to the library for playing cricket.,we can not play cricket.,we can go for dinner.
n/a,The TV show host wasn't making any sense. The host,n/a,was possibly drunk.,country organized a beautiful World Cup.,couldn't be reached after the connection hang.,disseminated the disease through society.
n/a,Matt stopped hating his boss after,n/a,his boss gave him a promotion.,his boss was promoted.,he got fired.,he quit.
