id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,A firefighter is at the station. He,n/a,waits for the next alarm.,"puts on his helmet, grabs a fire extinguisher, and has a dance party in the station.","stares at a fire hydrant, wondering its inner thoughts on water, and whether it would work at the station.","cleans the fire truck, removes the tires, and rolls them down the street, away from the station."
n/a,one plus fifty-two,n/a,fifty-three,two,one,four
n/a,Books like this are a dime a dozen. They,n/a,are very common.,are very rare to find.,cost 10 cents.,come in packs of 12.
n/a,Ella needs glasses. Ella,n/a,is having people over and wants to serve them drinks.,has twelve eyes.,drinks the ocean.,has no eyes.
n/a,Scott is an alleged criminal. He has,n/a,not yet been tried.,been found guilty.,certainly committed a crime.,been found innocent.
n/a,It's no fun to feel envy or jealousy because both make you feel,n/a,inadequate,efficacious,joy,happy
n/a,I saw the dog run down the street. I don't understand why my neighbor,n/a,doesn't just put up a fence.,chased the dog.,caught up with the dog and brought it back home.,ran away too.
n/a,The man put his shirt on and then his pants. He,n/a,then puts his belt on.,puts his pants on.,puts his shirt on.,then puts his underpants on.
n/a,The giraffe wanders around its habitat at the zoo. It,n/a,eats leafy greens from tall trees.,orders a burger and fries.,pays $7.00 for a ticket to the zoo.,turns on its blinker and merges onto the freeway.
n/a,Diana has to buy bandages for herself. She,n/a,gets them from a convenience store,buys bandages from a drug dealer,forgets about the bandages,goes to a store to buy water
n/a,The diplomat shakes the man's hand. The diplomat,n/a,asks him about climate change.,shoots the other diplomat.,signals left.,bites the man's hand.
n/a,Alex was in hot water with his computer science professor. Alex,n/a,was in trouble because he was caught cheating.,enjoyed the warmth of his hot tub.,got out of the water.,wanted the water to be cooler.
n/a,The librarian needed a way to organize their books. The librarian,n/a,decided to use the dewey decimal system.,pleaded with children in the library to be quiet.,provided books to children at a school.,read some of their favorite books for fun.
n/a,A mom is sitting at the top of a slide with her little baby. She,n/a,is contemplating going down for a while.,is standing at the pinata as she lays and picks up.,takes out a gift paper and puts the wrapping paper down in a pile.,pulls out the monkey handle.
n/a,"After smoking the whole bowl, Leanna was as high as a kite. Leanna",n/a,was incredibly intoxicated.,liked flying kites.,in a plane.,got her kite stuck in a tree.
n/a,"After scoring poorly on multiple exams, Harper wondered",n/a,whether he understood the material.,what the weather was like.,if he would be the top student in class.,if chicken wings were on sale at the supermarket.
n/a,The minotaur lives in a maze. He,n/a,is a fearsome monster.,often entertains maze enthusiasts.,is very hungry.,is very lonely.
n/a,The driver nears the stop sign and slows. The driver,n/a,waits his turn.,aims for another car.,drives onto the curb.,gets out of the car.
n/a,Storm clouds are rolling in. It,n/a,looks like it will rain cats and dogs.,rolls down the lawn.,is a sunny day.,will not rain today.
n/a,"While hiking in the woods, Jimmy began to feel thirsty. He",n/a,looked for a nearby stream to fill his water bottle.,pulled a soda out of a nearby stream.,pulled a soda out of his freezer.,took a drink out of his empty water bottle.
n/a,My brother is three years younger than me. I,n/a,remember being an only child before he was born.,feel jealous that I was always more successful than him.,will be forty when he is thirty.,wonder if his name is Henry.
n/a,Danny Ainge aims his dart. He,n/a,hits the bullseye.,throws it into someone's face on purpose.,shoots an arrow.,shoots a basketball.
n/a,A dog is leashed to a pole outside. The dog is,n/a,tied waiting for the owner,probably mad,probably a girl,at the north pole
n/a,The vegetarian decided cut off any animal products from their meals. The vegetarian,n/a,can now be considered vegan.,"will continue to eat milk, cheese and eggs, however.",enjoys eating the occasional pulled pork sandwich.,will regret their life choices as meat is very tasty.
n/a,Maggie has a dog who is as big as a horse. Maggie,n/a,had a really big dog.,rode her dog.,had her dog compete in races.,likes horses.
n/a,Timmy wanted a glass of milk. He,n/a,opened the fridge and took out a carton of milk.,got a carton of juice from the fridge instead.,emptied an entire gallon of milk into his glass.,drank a glass of water.
n/a,The girl is getting dressed in the morning. She,n/a,picks out a really cool hat to wear.,throws a frisbee with her friend.,goes to the bar in her favorite dress.,never uses her blinker when switching lanes.
n/a,"Sharing is caring, Alex shares food with the poor because",n/a,he like helping.,he is poor.,he hates the poor.,he does not care for the poor.
n/a,Tom went back home after having dinner with his colleagues. He,n/a,took a shower.,watched dinosaurs with his colleagues and their families.,jumped from the ground floor to the third floor in one second.,watched the sunrise with his wife.
n/a,A sailor is piloting his small sailboat across a lake. He,n/a,prepares to jibe.,participates in the cruise ship's dance party.,rotates the plants to more suitable soil.,disappears into thin air.
n/a,Joseph bought a dozen eggs and gives half of them to his neighbor. He,n/a,has six eggs left.,has no eggs left.,has a dozen eggs left.,is half an egg.
n/a,Teenagers confuse parents by calling drinking studying. If the students are not studying they are,n/a,Sober,Curling,Drunk,Jumping
n/a,Somebody tipped Kelly off. She,n/a,thanked that person.,sat in the chair and waited.,fell on the ground.,thought it was a good tip.
n/a,Alice was walking home from school one day after failing a test. Alice,n/a,was afraid to go home in case her parents beat her.,played with the children in the park,lost her phone and was searching for it.,decided to camp outside in the street.
n/a,The man with no legs wanted to go outside. He,n/a,gazed longingly out the window.,stood up and put on his coat.,prepared to make a really good taco.,Instantly died.
n/a,A meatball is perched upon a mountain of spaghetti. The meatball,n/a,was made of beef and pork.,saw my face and laughed.,exploded into a million tiny pieces.,rolled away by itself.
n/a,Superman was shot at by a bunch of armed mobsters. The bullets,n/a,bounced off his chest.,pierced his heart.,walked the dogs.,played a game of cards.
n/a,An astronomer is viewing a star through their telescope. They,n/a,adjust the focus to get a better look.,"hypothesize that the star is hotter than the Sun, and is likely made up of actual telescopes.","calculate the star's distance from Earth, and then falsely claim they never owned a telescope.","wonder if it is closer to Saturn, or Jupiter, and decide it is probably closer to planet telescope."
n/a,"Adam was playing cards with Bob and was way ahead. If Bod hadn’t had a sudden run of good luck, he would have",n/a,lost,defeated Adam,passed out,won
n/a,A loving couple is kissing each other. The girl,n/a,holds the boy's hands,hugs the boy's money,becomes a wife,is eating happily
n/a,Johnny's hands were cold when he walked outside. I,n/a,said he should have worn gloves.,think he likes the color blue.,like eating pie.,told him to put ice on them to make them warmer.
n/a,I do not work on vacations. I am on vacation so,n/a,I should enjoy.,I should work more.,I should work hard.,I should attend a meeting.
n/a,The headphones are playing music from a known band. The headphones,n/a,are black.,are on fire.,are hot.,is liquid.
n/a,Among deep purple and azure wildflowers lay a sprinkling of,n/a,snow,TV,purple and azure elephants,computer
n/a,"Joe just scored the winning goal. As a result, he",n/a,jumped for joy.,punched his teammate.,shook his head.,cried in pain.
n/a,Jeff makes a character with high intelligence in World of Warcraft. His character,n/a,is a wizard.,is Thomas Edison.,speaks in brownies and chocolate.,has had bad experiences with Chipotle.
n/a,The professor glances hopelessly around the room. The students,n/a,are all texting.,are all eating apples.,are all listening intently.,are all furiously scribbling notes.
n/a,The girl is reluctantly doing her homework in the library. The girl,n/a,does not understand the content.,is in a good mood.,loves doing homework.,is an exceptional student.
n/a,John's program stopped working.,n/a,the program has an error.,the program wants something new to do with it's life.,the program and john are having a dispute,The program took the day off.
n/a,A man is flying a dragon-shaped kite.  He,n/a,works the lines to make the dragon do long loops through the air.,draws his sword and begins to attack the dragon.,puts mustard on the hot dog and hands it to the customer.,finishes mowing and begins weeding the garden.
n/a,John is at his apartment door with his key that fits. He,n/a,opened the door with his key.,keyed someone's car,called his roommate for help.,opened a lock with his key.
